galaxy,dcrra4_triangle_class,dcrra7_residual_map_zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status
NGC0801,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0254592202857057,PATHOLOGY_ARCHIVE,CAUTION-RECLASSIFY,12.0,0.5127765548207415,0.5713750930334038,216.0,238.0,0.0231009928853863,0.7427947498713993,13,-2.015899527890115,-398.1194384993806,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,81.24479452413425,23638.463933204035,2.59920403581618,shuffled_radius_rrf_nfixed,-101.0010992435943,saturating_n8,8.178439073805151,69.58104333829112,81.28778486074087,11.706741522449748,0,0,2,30,400.1353380272707,-2.015899527890115,-398.1194384993806,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC0891,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0659765176727118,UNRESOLVED_OR_WEAK,STABLE,8.0,0.2569285870056897,0.7310455505677906,216.0,234.0,0.0066657972355341,0.971278594393004,18,-50.90068708315182,-147.23213702909314,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,223.18651025564208,26409.378827121443,9.429072872889728,outer_step_median,-85.02147209054226,saturating_n8,43.48998280916274,180.03686539025847,223.0132441893234,42.97637879906492,0,0,14,21,198.13282411224498,-50.90068708315182,-147.23213702909314,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC1003,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.6928788146850393,HALO_DOMINANT_LIKE,STABLE,0.75,0.4097535546942801,0.8558053835801376,112.0,115.0,0.3465203095997785,0.153368853635204,36,-151.05846351454653,-234.998312228464,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,315.2863023232723,9585.560481408793,6.773212761468839,shuffled_radius_rrf_nfixed,-695.8238785423766,saturating_n1,231.9942303812616,80.89185364292159,315.1047843753736,234.212930732452,0,0,1,2,386.0567757430105,-151.05846351454653,-234.998312228464,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC1090,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,NFW_TRIANGLE_DOMINANT,0.4356404560548195,HALO_DOMINANT_LIKE,STABLE,2.25,0.4581816588882336,0.5967506591893686,162.0,176.0,0.0529771945254427,0.5813232205456487,24,13.503366819144404,-104.1562364919086,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,38.824334888359104,16880.63807413292,4.874004418503627,outer_step_median,-830.4403996067756,saturating_n2,2.7358491176751087,35.41081685112236,38.86125037380526,3.4504335226829,0,1,4,28,104.1562364919086,13.503366819144404,-104.1562364919086,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC1705,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.9002093857194586,NUISANCE_SENSITIVE,STABLE,1.25,0.2699652734891807,0.7585732608356638,71.5,73.2,0.2206113878290372,0.1191345493667172,14,-2.699106619804996,-1.6132009777843497,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.681651830628267,4413.8947966653,0.2502168536914327,shuffled_radius_rrf_nfixed,-0.6863244144511906,saturating_n1,3.007505712433864,4.654316629471535,7.690242405166195,3.0359257756946603,0,1,8,41,4.312307597589346,-2.699106619804996,-1.6132009777843497,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2366,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,1.3529799434075995,SN_RRF_FAMILY_LIKE,STABLE,3.25,0.332707052816288,0.7937583070945281,50.0,53.7,0.5746768881382994,0.3613232799999999,26,-60.49801396495747,-188.19434663484665,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,11.533914097533142,2003.6174889919905,1.9254289104357916,outer_step_median,-469.5708186351293,saturating_n4,-3.533718500761985,11.374829343687823,11.39387005555725,0.019040711869426,1,1,5,12,248.69236059980412,-60.49801396495747,-188.19434663484665,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2403,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0940399200053141,HALO_DOMINANT_LIKE,STABLE,1.0,0.255626880640402,0.6734263262514253,134.0,136.0,0.0372272421295695,0.2607046781020271,73,-1764.103834908234,-2312.6802282616773,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,2262.344548964292,12623.372853472089,2.9622185380989627,outer_step_median,-3964.261436426205,exp_saturating,1910.1264775221416,374.7554617538877,2263.574268647397,1888.8188068935087,0,0,1,1,4076.784063169911,-1764.103834908234,-2312.6802282616773,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2683,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1806096092755307,SN_RRF_FAMILY_LIKE,STABLE,3.258993,0.1734499851093886,0.6746402105930327,155.0,212.0,0.0238521332796055,0.4750915046826222,11,-0.3289693086010885,-12.870286113773432,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,12.698761952276056,19135.13471269832,3.130404109338659,shuffled_radius_rrf_nfixed,1.769740535135849,saturating_n4,-0.1457754145475291,12.699720857840738,12.699720857840738,0.0,1,1,36,41,13.19925542237452,-0.3289693086010885,-12.870286113773432,0,0,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2841,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.5374213383121718,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,2.5,0.0308633511474263,0.8143661429406062,282.0,323.0,0.0407041214738189,0.2486075675267843,50,3.2492797600188084,-20.12622187988677,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,76.7490258393455,63083.36838696662,3.58806669473571,constant_floor,-117.16472792755944,saturating_n2,1.5549504285286986,74.75166631507352,76.99603089733672,2.244364582263202,0,1,6,16,20.12622187988677,3.2492797600188084,-20.12622187988677,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2903,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,NFW_TRIANGLE_DOMINANT,0.6455275186008813,HALO_DOMINANT_LIKE,STABLE,3.258993,0.2019274578334512,0.7373296595394772,182.0,216.0,0.0166780161063213,0.5436566386909794,34,72.60862160832198,-167.33797184104805,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,929.2787425376008,23906.00330264495,6.152786266188065,shuffled_radius_rrf_nfixed,-3246.3544899274366,saturating_n4,-6.992890961079638,930.2696313144968,930.2696313144968,0.0,1,1,3,7,167.33797184104805,72.60862160832198,-167.33797184104805,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2915,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.1001784969789998,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.5,0.1536465753194603,0.9418666509924714,83.45936136827312,86.5,0.3112271069925207,0.0981231978051716,30,-14.617758946202752,-79.99100351210495,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,20.024185693591928,6405.637087151737,1.810860941804743,shuffled_radius_rrf_nfixed,-161.68319636974343,saturating_n6,2.671572596363145,17.3516474124025,20.02861072548937,2.6769633130868726,0,1,27,34,94.60876245830771,-14.617758946202752,-79.99100351210495,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2955,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6673482553843986,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.5,0.2067033202392728,0.7848764104626179,255.50440309317568,276.0,0.0103739801459346,0.9159232497223604,24,-9.950494412512455,-27.47802855530763,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,94.30287549039402,32319.50707735716,11.044576400827715,shuffled_radius_rrf_nfixed,-28.9084276626884,saturating_n6,1.8054108491686092,92.59806075642928,94.24562696521346,1.647566208784184,1,1,29,39,37.428522967820086,-9.950494412512455,-27.47802855530763,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2976,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0511536521399236,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,2.25,0.6147370866235623,0.4116504184884204,83.6,88.7,0.0361016628216354,0.943591607334997,27,-14.048901342267747,-22.3888836454954,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,15.416586010085217,3621.0416827885774,1.2086377842277105,outer_step_median,-116.28131463570912,saturating_n2,3.5576098094671504,11.32145542911088,15.37841601158673,4.056960582475851,0,1,4,11,36.43778498776315,-14.048901342267747,-22.3888836454954,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC2998,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0931059095553084,HALO_DOMINANT_LIKE,STABLE,0.5,0.5077935529835234,0.5539695427589976,213.0,214.0,0.0221147120633974,0.5599962838061232,13,-21.516063460693573,-94.66870056614772,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,45.33635077554205,28396.5904513616,1.883428867292742,shuffled_radius_rrf_nfixed,-23.88952492915212,saturating_n1,25.67274153211865,13.441865930559391,45.339758566669474,31.897892636110083,0,0,1,3,116.1847640268413,-21.516063460693573,-94.66870056614772,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3109,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.6122579422990553,NUISANCE_SENSITIVE,STABLE,2.0,0.4293191288380705,0.8070844033325747,66.2,67.3,0.5353212660885707,0.1245184189629521,25,-202.21446904884613,-131.58859238897034,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,47.92852257846122,3654.070062239725,2.4608454966738966,outer_step_median,-366.3254798052219,saturating_n2,40.32385545215833,7.707004028657286,48.02309135606444,40.31608732740715,0,0,2,4,333.8030614378165,-202.21446904884613,-131.58859238897034,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3198,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.0898427125078127,HALO_DOMINANT_LIKE,STABLE,2.0,0.0846696283337501,0.8686771422977494,149.0,157.0,0.0082695562326993,0.3169300572046304,43,-47.91289688815743,-404.82769514206666,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,104.4817569812316,17078.939414309356,5.515721113128628,shuffled_radius_rrf_nfixed,-1789.359612304278,saturating_n2,68.69197349562182,35.960880046449304,104.23710651517696,68.27622646872766,0,0,2,3,452.7405920302241,-47.91289688815743,-404.82769514206666,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3521,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6285927270121938,UNRESOLVED_OR_WEAK,STABLE,0.75,0.5007945913343906,0.6721580250266834,210.0,220.0,0.0013894499413042,1.3059720929705214,41,-43.86862608102517,-51.85770152374394,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,54.38963633091515,26763.273898635394,4.838765173961326,shuffled_radius_rrf_nfixed,-76.90547342037408,saturating_n1,38.04272185462931,15.447224115957496,54.35550355823688,38.90827944227939,0,0,2,4,95.72632760476911,-43.86862608102517,-51.85770152374394,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3726,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.2519309257406852,SN_RRF_FAMILY_LIKE,STABLE,1.0,0.7361415619456106,0.9704088354627832,168.0,169.0,0.0630373537125971,0.4410980725623583,12,-7.361200270773633,-19.32787916047779,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,32.96151951536612,13376.714775278197,7.883650559134312,shuffled_radius_rrf_nfixed,-34.66668807215524,saturating_n1,8.10230727970081,24.859212235665307,32.953096386071095,8.093884150405788,0,1,3,15,26.68907943125142,-7.361200270773633,-19.32787916047779,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3741,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.6902215394522973,NUISANCE_SENSITIVE,STABLE,1.0,0.3432063828402699,0.8870160178268314,50.05002497501874,51.6,0.7031385125061296,0.0835628471799457,21,-30.82723144311808,-44.239288054834425,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,59.79956213936897,2163.0698662548666,2.188565236365109,outer_step_median,-235.5458741782915,arctan_saturating,49.682532017855856,10.705183415190293,59.77343674347597,49.06825332828568,0,0,2,4,75.0665194979525,-30.82723144311808,-44.239288054834425,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3769,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.2742812447190732,MIXED_COMPETITIVE,STABLE,4.75,0.1255853561955343,0.7893428798718538,118.0,126.0,0.1458627926780492,0.2450496768170066,12,-2.576341088834215,-2.652201388007452,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,6.972738281074975,10623.33897485264,5.204362780505676,shuffled_radius_rrf_nfixed,-32.46500903260439,saturating_n4,0.5295902603245981,6.318535436167601,6.952557703068828,0.6340222669012263,1,1,33,38,5.2285424768416675,-2.576341088834215,-2.652201388007452,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3877,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0162485383337926,PATHOLOGY_ARCHIVE,CAUTION-RECLASSIFY,12.0,0.2256837395994895,0.8821634097143458,170.5007331362537,171.0,0.0146172435737962,1.377737799487453,13,-51.19172733477,-99.38533964063252,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,59.42355372904125,9979.390293630444,2.5146186409942675,shuffled_radius_rrf_nfixed,2.619974481845766,saturating_n8,14.67091025545757,43.90534447122996,59.4227619674885,15.517417496258538,0,0,15,26,150.57706697540252,-51.19172733477,-99.38533964063252,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3893,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.4440129995965451,MIXED_COMPETITIVE,STABLE,3.0,0.2009322395221461,0.6793149981012401,176.0,194.0,0.0732720978196661,0.5758161479855373,10,-2.395223145882034,-2.7379741671643822,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,5.535297620794564,20536.304378032444,4.206972570267574,shuffled_radius_rrf_nfixed,-26.521131732662653,saturating_n4,-0.4104463523901192,5.536142287271633,5.5394434797465895,0.0033011924749564,1,1,17,39,5.133197313046416,-2.395223145882034,-2.7379741671643822,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3917,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.2407539174483142,SN_RRF_FAMILY_LIKE,STABLE,2.75,0.2345598019978817,0.7641541104504481,137.0,138.0,0.0367328159500364,0.5510873674676328,17,-33.201477752282884,-37.44839291140221,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,14.647601591136684,12572.996402810028,3.6612974208622937,shuffled_radius_rrf_nfixed,-507.4972126910008,saturating_n2,-6.75880829593865,12.29180745246142,14.677736830308596,2.385929377847175,0,1,3,10,70.64987066368509,-33.201477752282884,-37.44839291140221,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3953,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0902536512750566,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.0,0.1927907956342734,0.5856043676211612,223.0,224.0,0.0036726045377133,1.122566912666653,8,-0.9589545220763156,-15.327266999178224,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,4.745370256360253,20639.708050169877,3.121156619259553,shuffled_radius_rrf_nfixed,-0.0155470247089652,saturating_n4,0.0329557407986103,4.711550118205587,4.743090527567326,0.0315404093617397,1,1,41,41,16.28622152125454,-0.9589545220763156,-15.327266999178224,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3972,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.1408644758345723,MIXED_COMPETITIVE,STABLE,1.75,0.2992767913822083,0.5586210797632447,134.0,134.0,0.0385254628269916,0.5772315660503452,10,-2.1843017469927624,-2.407622908430909,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,16.783590497606998,10497.101136997611,2.623724068846401,shuffled_radius_rrf_nfixed,-61.84666800498941,saturating_n2,6.769095085116351,9.749448689132524,16.779076714509635,7.029628025377111,0,1,4,12,4.5919246554236715,-2.1843017469927624,-2.407622908430909,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC3992,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0671095189237069,SN_RRF_FAMILY_LIKE,STABLE,3.0,0.6962696184160729,0.6238252687227074,241.0,272.0,0.06005394060121,0.4823361718978666,9,2.845883619940333,-19.05189387227343,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.24924102557846,43090.89195989909,5.155411210648926,constant_floor,-0.3475050438264606,exp_saturating,0.1172669997670325,7.250354297394258,7.251636752531045,0.0012824551367867,1,1,39,41,19.05189387227343,2.845883619940333,-19.05189387227343,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4010,UNRESOLVED_TRIANGULAR,UNRESOLVED_TRIANGULAR_ZONE,LOW_UNRESOLVED,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.3024943591739495,MIXED_COMPETITIVE,STABLE,4.5,0.5256689605596522,0.7145729854714572,124.0,129.0,0.0567674281678961,0.6494670720603538,12,-11.15399236816166,-9.545342188770384,Comparator margins do not support a stable residual-regime assignment.,Diagnostic residual-regime map only; not a physical dark-matter classification.,13.270572857107751,11569.612160803768,5.08886139474887,outer_step_median,-37.83111398776619,saturating_n4,0.741133896056823,12.502100303547364,13.28750141580294,0.7854011122555775,1,1,17,36,20.699334556932044,-11.15399236816166,-9.545342188770384,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4013,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.063990130743083,UNRESOLVED_OR_WEAK,STABLE,0.75,0.5814867725017985,0.8242986093402892,178.0,198.0,0.0406969536526795,0.4171963199091023,36,-54.797141541252486,-78.43495211755473,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,95.72973808312996,20824.90205456224,8.18475822216528,shuffled_radius_rrf_nfixed,-151.31542697267705,saturating_n1,58.87877670952327,34.0823685019848,95.65371726225906,61.57134876027426,0,0,1,3,133.23209365880723,-54.797141541252486,-78.43495211755473,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4088,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.3183179734300698,MIXED_COMPETITIVE,STABLE,4.0,0.8583586836748988,0.8830236705413889,171.0,182.0,0.0497242113485385,0.9990734550801956,12,0.7648705353202896,-2.767577019440136,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,11.87828080081249,42480.21156866856,24.949769128208796,outer_step_median,-15.765628578943236,saturating_n4,0.2251227819407528,11.652182384422172,11.87832553427164,0.2261431498494666,1,1,24,36,2.767577019440136,0.7648705353202896,-2.767577019440136,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4100,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,NFW_TRIANGLE_DOMINANT,0.6208151384943608,HALO_DOMINANT_LIKE,STABLE,3.0,0.4084266854895712,0.6119712318747283,158.50078864157112,195.0,0.0351661641969446,0.5881829535277142,24,18.216362037891184,-3.1676446150593627,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,23.29910034716039,20472.366039367866,3.150717766701765,shuffled_radius_rrf_nfixed,-33.354343576003274,saturating_n4,-0.8531371432253572,23.232039060262952,23.311158477353278,0.0791194170903217,1,1,11,36,3.1676446150593627,18.216362037891184,-3.1676446150593627,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4157,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0631085560303987,NUISANCE_SENSITIVE,STABLE,1.5,0.5632411802959979,0.7565471874706314,185.0,201.0,0.0668327980288619,0.5970867406866325,17,-4.966602913991842,-7.649058184769352,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,14.62812694184428,22815.6415391522,12.13219040847764,shuffled_radius_rrf_nfixed,-76.64324681948935,saturating_n2,4.633415112566164,9.497860379233266,14.635466751654114,5.137606372420848,0,1,6,15,12.615661098761194,-4.966602913991842,-7.649058184769352,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
