galaxy,dcrra4_triangle_class,zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,winning_comparator,winning_comparator_family,winning_aic,params_json,rss,winner_existing_aic,winner_existing_aic_family,winner_existing_aic_score,winner_existing_aicc,winner_existing_aicc_family,winner_existing_aicc_score,winner_existing_bic,winner_existing_bic_family,winner_existing_bic_score,winner_poly_degree_aic,winner_poly_degree_aic_degree,winner_poly_degree_aic_score,winner_poly_degree_aicc,winner_poly_degree_aicc_degree,winner_poly_degree_aicc_score,winner_poly_degree_bic,winner_poly_degree_bic_degree,winner_poly_degree_bic_score,phase5_winning_comparator,phase5_winning_comparator_family,phase5_overflex_winner,response_family_zone_flag,nuisance_or_pathology_zone_flag,halo_or_mixed_zone_flag,phase5_overflex_winner_flag,existing_aicc_overflex_flag,existing_bic_overflex_flag,poly_aicc_high_flex_flag,snrrf_existing_aicc_winner_flag,low_point_count_flag,high_median_error_flag,high_roughness_flag,high_negative_residual_fraction_flag,phase6_failure_boundary_score
NGC6503,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.5143391433393756,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,2.0,0.051049919783919,0.9299111711403716,115.0,121.0,0.1338904283183467,0.2571210699432892,31,-36.06367818832412,-74.61088986423654,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,70.0377764974611,10627.046295656652,3.522105352311774,shuffled_radius_rrf_nfixed,-338.74027200703915,saturating_n2,27.35241429235002,42.536580955034864,70.34294399693358,27.80636304189872,0,0,2,5,110.67456805256066,-36.06367818832412,-74.61088986423654,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,31,23.5,0.6350311984877126,0.8161505482041588,0.0847389795381475,0.0172413793103448,0.0,0.1290322580645161,0.7745230598802266,0.5250934541248389,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,38.19497499925912,"{""coef"": [-0.4403601735085836, -0.4990163054634028, 26.2390279333575, -75.71777729275877, 82.11647802321548, -31.060169641384544], ""degree"": 5}",0.3735789327359377,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,38.19497499925912,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-140.08599840087436,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-137.64659542047548,POLY6_NULL,6,-200.3609438210748,POLY6_NULL,6,-196.8609438210748,POLY6_NULL,6,-188.53878764227727,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,1,0,0,0,1,0,2
NGC6674,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.1408033167565321,PATHOLOGY_ARCHIVE,CAUTION-RECLASSIFY,12.0,0.6819900468154461,0.8374708208455257,242.0,291.0,0.0695715289980319,0.2957972559934431,15,-7.013931180731902,-116.76295390999924,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,89.0430178251194,44610.71292062906,1.7826955098898467,shuffled_radius_rrf_nfixed,10.894601951057709,saturating_n8,0.6940061845675842,88.34039590619801,89.04374994615196,0.7033540399539504,1,1,41,41,123.77688509073114,-7.013931180731902,-116.76295390999924,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,15,72.41,0.4898746516631377,0.7407647940714432,0.0380450228488472,0.0085106382978723,0.0,0.0666666666666666,0.8793343267444145,0.3212554407264594,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-23.49398152587713,"{""coef"": [0.2729672764559625, -0.16960741786240663, 1.5832278489655496, -4.401445020239536, 6.136315843173004, -2.911807712321658], ""degree"": 5}",0.0880202214950761,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-23.49398152587713,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.67456612657851,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.25846572437409,POLY6_NULL,6,-290.1351527332924,POLY6_NULL,6,-286.6351527332924,POLY6_NULL,6,-278.3129965544948,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,0,1,0,0,0,0,0,2
NGC6946,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.4235670653062549,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.1891341960815337,0.6529728163309683,158.0,181.0,0.0418416542681228,0.7552493230251563,58,-2.90871279598332,-26.464780202050548,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,115.85159006581566,13998.353335384403,4.91464219598041,shuffled_radius_rrf_nfixed,-1104.4925379077256,saturating_n2,4.414704208394383,108.81704519366669,115.26112205684151,6.444076863174857,0,1,3,8,29.373492998033868,-2.90871279598332,-26.464780202050548,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,58,20.4,0.2816706637558083,1.264041439673129,0.0442616645073845,0.0295488197892169,0.0,0.5517241379310345,0.7362759407865854,0.6690552696802001,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,22.02803119554448,"{""coef"": [-0.5969096626924372, 4.492937312692385, -31.152915294683954, 90.30519880107154, -105.40316551171479, 42.77769507700049], ""degree"": 5}",0.3266490034799453,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,22.02803119554448,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-286.7530417569449,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-276.0374425171958,POLY6_NULL,6,-255.24309184878427,POLY4_NULL,4,-252.1493983790625,POLY4_NULL,4,-245.4697069908457,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,0,0,0,0,0,1,3
NGC7331,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,1.1068538691440366,NUISANCE_SENSITIVE,STABLE,2.75,0.4081938448612879,0.6488052483390173,239.0,257.0,0.0400385733168341,0.680788196985347,36,45.01720085249704,26.194350497453943,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,142.81409394509475,37738.79750892672,16.829695014107042,outer_step_median,-784.5070929282485,saturating_n2,-8.03653744345732,138.98253070982497,142.624690570357,3.6421598605320185,0,1,3,7,-0.0,45.01720085249704,26.194350497453943,1,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,36,36.31,0.3439326815006741,1.490342543022706,0.0726218774097667,0.0194552529182879,0.0,0.6111111111111112,0.9851531620249684,0.757156128196911,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,6.152531133664323,"{""coef"": [-1.467071249833995, -0.8216999968490143, 31.09816835253188, -84.66885618672053, 89.85147013445014, -33.69807144883712], ""degree"": 5}",0.186771235262032,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,6.152531133664323,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-174.51347712740545,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-167.90891522080673,POLY6_NULL,6,-253.2586156624345,POLY6_NULL,6,-249.7586156624345,POLY6_NULL,6,-241.43645948363695,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,1,1,1,0,0,0,1,1,5
NGC7793,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.480043838094399,MIXED_COMPETITIVE,WEAK-MISMATCH,1.5,0.4069714823403204,0.4243164820069283,110.51018052650171,116.0,0.0131697783960118,0.6644340552712386,46,-33.66035695203752,-28.412776727620745,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,65.83283035315334,6350.23373545858,1.8267982502985336,outer_step_median,-79.0519528673873,saturating_n2,17.72417227357854,43.89341965577095,65.85443998316126,21.961020327390308,0,0,2,5,62.07313367965826,-33.66035695203752,-28.412776727620745,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,46,7.87,0.057990988741044,0.3823280000000001,0.0333979158656717,0.0893425564967611,0.0,0.5652173913043478,0.8540038223095372,0.1224712175830125,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-86.48363651008474,"{""coef"": [-0.0649410501829435, 1.7346526759353296, -18.955337574402748, 65.82280791531585, -81.76359525869256, 33.45576635496839], ""degree"": 5}",0.0568945181160363,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-86.48363651008474,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-293.8252471907768,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-285.0072449656884,POLY6_NULL,6,-270.0033375253383,POLY6_NULL,6,-266.5033375253383,POLY6_NULL,6,-258.1811813465407,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,1,0,1,4
NGC7814,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7839285989115388,NUISANCE_SENSITIVE,STABLE,2.25,0.5412059933885343,0.6316114142134042,214.0,265.0,0.0058556347331544,0.4338701720674294,18,4.736186385404709,-6.555706499533887,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,17.319215489351645,31556.02116631561,5.154268131962978,shuffled_radius_rrf_nfixed,-140.07073569053426,saturating_n2,1.8836251871496792,14.89310666866766,17.222757712361123,2.329651043693463,0,1,6,15,6.555706499533887,4.736186385404709,-6.555706499533887,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,18,19.53,0.4386911575246746,1.1032987247794572,0.0568436115807186,0.0224840137727496,0.0,0.2777777777777778,0.9308300164760552,0.2877378246887304,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.03861775324559,"{""coef"": [-0.8388202926288614, 4.38435301940488, -5.144036225453315, -1.4443001202260735, 6.937238232245036, -3.4951066231073264], ""degree"": 5}",0.0011876519427269,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.03861775324559,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-153.6343154182379,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-155.92844850722452,POLY5_NULL,5,-359.88735407096743,POLY5_NULL,5,-357.3418995255129,POLY5_NULL,5,-349.7540773462838,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,1,1,1,0,0,0,1,0,4
UGC00128,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.511882800236497,NUISANCE_SENSITIVE,STABLE,1.5,0.1138607710187257,0.8769611256518387,131.00381673829202,134.0,0.462700483793659,0.1533541982286446,22,-18.83181478856816,-2012.871968934253,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,131.4028280306119,13867.06642207766,6.758797354034279,shuffled_radius_rrf_nfixed,-393.173379003523,exp_saturating,79.73758537136499,50.460249035106536,131.8132680892309,81.35301905412436,0,0,1,4,2031.703783722821,-18.83181478856816,-2012.871968934253,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,22,53.75,0.7332306432816689,0.8870401759701666,0.0363480614906815,0.010437445319335,0.0,0.0,0.9808252694124872,0.0565723333772142,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-13.405521666279082,"{""amplitude"": 0.7910244528084225, ""n"": 1.5, ""scale"": 0.15}",0.0257990184767202,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-13.405521666279082,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-141.85097699333178,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-140.30047103398357,POLY6_NULL,6,-301.77279289105746,POLY6_NULL,6,-298.27279289105746,POLY6_NULL,6,-289.9506367122599,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,False,0,1,0,0,0,0,1,0,0,0,0,0,1
UGC00191,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.3475004604425264,HALO_DOMINANT_LIKE,STABLE,1.75,0.1585915161332078,0.656959608850614,81.0,83.85,0.0332466270052825,0.3506495960981557,9,-8.067740661270271,-176.17049504121206,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,40.62754545124326,4860.723613987756,1.428197845784133,outer_step_median,-277.001535794834,saturating_n2,25.496968382676627,13.682878229512108,40.84878748674298,27.165909257230872,0,0,3,6,184.23823570248237,-8.067740661270271,-176.17049504121206,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,9,9.98,0.3059826093583295,0.7428167200121931,0.0299423396197693,0.0442764578833693,0.0,0.0,0.9692154637709156,0.0496150598938122,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-10.778513792399274,"{""coef"": [0.20640388246713898, -5.8023669486762826, 64.96594075357272, -198.90196708816174, 238.05437248121575, -97.82920691313417], ""degree"": 5}",0.0018515855483055,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-10.778513792399274,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-46.94747036123,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-63.21709031633577,POLY6_NULL,6,-299.3301898222465,POLY6_NULL,6,-295.8301898222465,POLY6_NULL,6,-287.5080336434489,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,1,1,0,0,0,2
UGC00731,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.576145602253689,NUISANCE_SENSITIVE,STABLE,1.5,0.1546353997136491,0.6421536824815793,73.9,74.0,0.6613776176831884,0.2641669886343868,12,-2.4986739856188223,-142.1519895483693,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,26.12102196064775,3811.8627197634,1.7477389995650123,shuffled_radius_rrf_nfixed,-61.93629724319899,arctan_saturating,19.759478544487905,5.223525011843206,26.116758512035336,20.89323350019213,0,0,3,8,144.6506635339881,-2.4986739856188223,-142.1519895483693,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,10.91,0.6865432843637215,0.7457669637314807,0.0215931206607487,0.044955095694394,0.0,0.0,0.9783639032189132,0.1079503836754036,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-39.57958966604527,"{""coef"": [-0.1384280147625843, 4.485080927425019, -14.213963406654647, 28.148024731609752, -27.75954723833451, 10.21593928975311], ""degree"": 5}",0.0005598562146861,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-39.57958966604527,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-90.87284659776658,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-104.76340669903855,POLY5_NULL,5,-371.93987446045526,POLY5_NULL,5,-369.3944199150007,POLY4_NULL,4,-361.8889139946815,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,1,1,1,0,0,0,0,0,3
UGC01230,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.210168595255531,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.75,0.0908741064317821,0.7770344898467322,103.0,113.0,0.1742072675174039,0.2875201904043736,11,-6.806027308747725,-35.76947760786764,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.501526886247664,9085.846107057172,3.100115933864687,shuffled_radius_rrf_nfixed,-22.904509063846696,saturating_n4,0.4177633416524662,4.935125919011053,5.512708639778999,0.5775827207679454,1,1,33,37,42.575504916615365,-6.806027308747725,-35.76947760786764,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,11,36.54,0.7124798095956264,0.8525364784616835,0.056979561846697,0.103883495145631,0.0,0.0909090909090909,0.9557212399898776,0.0494673054305768,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-20.014082539223185,"{""amplitude"": 0.6437488123905217, ""n"": 4.0, ""scale"": 0.1}",0.0307829202733418,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-20.014082539223185,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-58.64582375093904,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-59.3500332053423,POLY6_NULL,6,-257.3309997653034,POLY6_NULL,6,-253.83099976530335,POLY6_NULL,6,-245.50884358650583,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,False,1,0,0,0,0,0,1,0,1,1,1,0,3
UGC01281,UNRESOLVED_TRIANGULAR,UNRESOLVED_TRIANGULAR_ZONE,LOW_UNRESOLVED,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.2299474442165499,MIXED_COMPETITIVE,STABLE,2.0,0.5159049106838448,0.8828456781018429,55.0,56.9,0.2009839066672678,0.2318520661157025,25,-23.467219844213744,-2.948401521864972,Comparator margins do not support a stable residual-regime assignment.,Diagnostic residual-regime map only; not a physical dark-matter classification.,18.21599165668804,2844.248721824812,2.112192232338621,outer_step_median,-57.64145147194565,saturating_n2,3.5807803065255985,14.6346078275995,18.169677497671515,3.535069670072014,0,1,6,15,26.41562136607872,-23.467219844213744,-2.948401521864972,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,25,4.99,0.3047555371900827,0.8220381818181817,0.0258508219232433,0.1563291139240506,0.08,0.0,0.9919312556100996,0.1114510902424314,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-111.55112058195505,"{""coef"": [0.008187940359663595, 0.04099639028664126, -0.14237916947366644, 10.820965526962912, -18.107949660128487, 8.150898956398215], ""degree"": 5}",0.0024376645955593,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-111.55112058195505,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-214.2230997297577,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-211.57651144721515,POLY6_NULL,6,-358.7616684743288,POLY6_NULL,6,-355.2616684743288,POLY6_NULL,6,-346.9395122955312,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,0,1,1,1,1,0,0,1,0,0,3
UGC02259,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.4246468342441174,NUISANCE_SENSITIVE,STABLE,1.5,0.1376286497442316,0.8561628889058479,88.3,90.0,0.2031394959774515,0.2583479438596672,8,-4.228217950850475,-39.814771347067946,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,15.698609609789235,5882.591599355097,1.1279814560262291,shuffled_radius_rrf_nfixed,-2.9133439248551305,arctan_saturating,8.674871019585307,7.092046423365482,15.727327394127617,8.635280970762135,0,1,6,14,44.042989297918425,-4.228217950850475,-39.814771347067946,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,8,8.14,0.621434225697682,0.8098383714532333,0.0155549321317007,0.0223174628568541,0.0,0.0,0.922104738055575,0.111876499263715,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-13.902067175786328,"{""coef"": [0.14510487706010983, 1.0510819828845372, 3.8624122683588036, -16.19503650857437, 19.60189774703269, -7.688266865330416], ""degree"": 5}",0.0007979407832471,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-13.902067175786328,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-46.16556586853631,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.22669244116103,POLY6_NULL,6,-406.1786022036338,POLY6_NULL,6,-402.6786022036338,POLY6_NULL,6,-394.35644602483626,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,1,1,0,1,0,0,0,3
UGC02455,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,PATHOLOGY_ARCHIVE,2089.095032854805,PATHOLOGY_ARCHIVE,STABLE,12.0,6.450918471613389,354.6589776046778,53.1,61.0,0.0515977569898849,1.9758684357056469,8,-5.491527394836799,-16.16108724369261,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,366.7089673520017,0.0,0.1666666666666666,constant_floor,2.0,saturating_n8,0.1246981557446815,365.4032088910179,366.7089673520017,1.305758460983725,1,1,41,41,21.652614638529407,-5.491527394836799,-16.16108724369261,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,8,4.03,1.3629426942023897,1.9182229102606387,0.0863562049058203,0.1016988297295202,0.0,1.0,0.4959689959077121,1.3496660371860123,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-1.3988276667991215,"{""gas_coef"": 2.2780198613521945, ""stellar_coef"": -0.9300178275752444}",0.0318588755607609,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-1.3988276667991215,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-37.80704647949256,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-40.048163396132885,POLY6_NULL,6,-261.5066641128409,POLY6_NULL,6,-258.0066641128409,POLY6_NULL,6,-249.6845079340434,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,False,0,1,0,0,0,0,1,0,1,1,1,1,5
UGC02487,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7509033298234371,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.25,0.2679854852456885,0.5849776918947217,330.0,383.0,0.0215172481039733,0.3122713994490358,17,-11.518807615177463,-71.89336105888594,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,145.393959076668,90333.58948993484,5.257882346674229,reversed_rrf_nfixed,41.688982637619816,exp_saturating,2.066367575176315,144.07634527818928,145.39684474887167,1.3204994706823925,1,1,31,35,83.41216867406341,-11.518807615177463,-71.89336105888594,0,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,17,80.38,0.6118648466483013,0.7496931781450873,0.0221374791675598,0.0109890109890109,0.0,0.0,0.9570108498322144,0.1450479784702714,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-35.30150046894122,"{""coef"": [0.9206393359527859, -11.147114540953021, 58.469284218995654, -123.58145294009135, 115.42600668200772, -39.54569472437182], ""degree"": 5}",0.0028629201921842,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-35.30150046894122,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-127.31515003932508,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-130.7158699749878,POLY6_NULL,6,-286.5086603984812,POLY6_NULL,6,-283.0086603984812,POLY6_NULL,6,-274.6865042196836,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
UGC02885,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6463572610462385,RAR_ACCELERATION_LIKE,STABLE,0.5,0.4548293367179898,0.6659845955984076,298.0,305.0,0.0688298654437147,0.4113308781135986,19,-44.86316501202078,-41.22539913493661,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,79.23660942820945,59224.620723943386,13.614628305332497,shuffled_radius_rrf_nfixed,-37.352830807183366,saturating_n1,41.97727085631743,26.363556460501723,79.25709419971575,52.893537739214025,0,0,1,2,86.0885641469574,-44.86316501202078,-41.22539913493661,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,19,74.07,0.3060655375883969,0.6208049029323003,0.0232959575392764,0.0348432055749128,0.0,0.1578947368421052,0.9741906104853484,0.1882306130737185,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,4.499260645606808,"{""coef"": [0.0983456697499067, -4.342434110509908, 29.31018856969578, -67.14551304273931, 67.60344575524596, -24.96272358208558], ""degree"": 5}",0.0478392558999366,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,4.499260645606808,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-99.64680197219148,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-98.5079240138586,POLY6_NULL,6,-356.1882402161917,POLY6_NULL,6,-352.6882402161917,POLY6_NULL,6,-344.3660840373941,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,1,0,0,0,0,0,1
